Date,Merchant,Amount,Fraud
2017-2-7,5a88afc26514d52c7774b538,12.25,0
2017-2-8,5a88ac556514d52c7774b531,8.80,0
2017-2-8,5a88afc26514d52c7774b538,12.25,0
2017-2-9,5a88aafd6514d52c7774b52e,17.67,0
2017-2-9,5a88abc26514d52c7774b530,5.73,0
2017-2-10,5a88ac556514d52c7774b531,9.14,0
2017-2-12,5a88b0b86514d52c7774b539,8.13,0
2017-2-12,5a88ae836514d52c7774b536,22.57,0
2017-2-13,5a88ae836514d52c7774b536,21.27,0
2017-2-15,5a88aafd6514d52c7774b52e,16.52,0
2017-2-15,5a88b0b86514d52c7774b539,9.38,0
2017-2-16,5a88aafd6514d52c7774b52e,43.47,0
2017-2-18,5a88aafd6514d52c7774b52e,22.52,0
2017-2-18,5a88ae836514d52c7774b536,21.02,0
2017-2-18,5a88abc26514d52c7774b530,5.16,0
2017-2-20,5a88b3cd6514d52c7774b53e,18.26,0
2017-2-20,5a88b0b86514d52c7774b539,5.49,0
2017-2-20,5a88ae836514d52c7774b536,22.36,0
2017-2-21,5a88b0b86514d52c7774b539,2.89,0
2017-2-25,5a88aafd6514d52c7774b52e,13.85,0
2017-2-26,5a88aafd6514d52c7774b52e,29.42,0
2017-2-26,5a88b3cd6514d52c7774b53e,41.01,0
2017-2-26,5a88abc26514d52c7774b530,23.26,0
2017-2-28,5a88aafd6514d52c7774b52e,75.03,0
2017-2-28,5a88b0b86514d52c7774b539,7.05,0
2017-2-29,5a88afc26514d52c7774b538,12.25,0
2017-3-1,5a88aafd6514d52c7774b52e,30.59,0
2017-3-1,5a88b3cd6514d52c7774b53e,22.59,0
2017-3-1,5a88ae836514d52c7774b536,21.36,0
2017-3-1,5a88bb496514d52c7774b547,800.00,0
2017-3-2,5a88b3cd6514d52c7774b53e,25.40,0
2017-3-2,5a88b1196514d52c7774b53a,15.53,0
2017-3-3,5a88aafd6514d52c7774b52e,21.82,0
2017-3-3,5a88b3cd6514d52c7774b53e,52.32,0
2017-3-3,5a88abc26514d52c7774b530,123.60,0
2017-3-5,5a88b0b86514d52c7774b539,2.67,0
2017-3-6,5a88aafd6514d52c7774b52e,4.86,0
2017-3-6,5a88ac556514d52c7774b531,8.46,0
2017-3-6,5a88bad36514d52c7774b545,10.00,0
2017-3-7,5a88aafd6514d52c7774b52e,10.08,0
2017-3-8,5a88aafd6514d52c7774b52e,4.32,0
2017-3-11,5a88aafd6514d52c7774b52e,42.68,0
2017-3-11,5a88ac556514d52c7774b531,7.45,0
2017-3-11,5a88b0b86514d52c7774b539,4.68,0
2017-3-12,5a88aafd6514d52c7774b52e,41.50,0
2017-3-13,5a88ac556514d52c7774b531,8.88,0
2017-3-13,5a88ae836514d52c7774b536,21.56,0
2017-3-15,5a88aafd6514d52c7774b52e,52.60,0
2017-3-15,5a88b0b86514d52c7774b539,7.45,0
2017-3-15,5a88afc26514d52c7774b538,12.25,0
2017-3-16,5a88aafd6514d52c7774b52e,39.62,0
2017-3-16,5a88b0b86514d52c7774b539,7.99,0
2017-3-17,5a88ac556514d52c7774b531,3.89,0
2017-3-18,5a88ae836514d52c7774b536,23.72,0
2017-3-19,5a88aafd6514d52c7774b52e,29.36,0
2017-3-19,5a88ae836514d52c7774b536,21.63,0
2017-3-20,5a88ae836514d52c7774b536,22.05,0
2017-3-21,5a88aafd6514d52c7774b52e,24.66,0
2017-3-21,5a88afc26514d52c7774b538,12.25,0
2017-3-23,5a88b0b86514d52c7774b539,6.52,0
2017-3-26,5a88aafd6514d52c7774b52e,1.93,0
2017-3-26,5a88b3cd6514d52c7774b53e,43.11,0
2017-3-26,5a88ae836514d52c7774b536,21.41,0
2017-3-27,5a88ac556514d52c7774b531,16.10,0
2017-3-27,5a88b3cd6514d52c7774b53e,97.60,0
2017-3-27,5a88abc26514d52c7774b530,92.26,0
2017-3-29,5a88aafd6514d52c7774b52e,16.36,0
2017-3-29,5a88b3cd6514d52c7774b53e,96.49,0
2017-3-29,5a88ae836514d52c7774b536,21.49,0
2017-3-29,5a88abc26514d52c7774b530,32.77,0
2017-4-1,5a88bb496514d52c7774b547,800.00,0
2017-4-3,5a88aafd6514d52c7774b52e,9.88,0
2017-4-5,5a88aafd6514d52c7774b52e,1.60,0
2017-4-5,5a88afc26514d52c7774b538,12.25,0
2017-4-5,5a88abc26514d52c7774b530,35.60,0
2017-4-6,5a88ac556514d52c7774b531,13.44,0
2017-4-6,5a88ae836514d52c7774b536,20.89,0
2017-4-6,5a88bad36514d52c7774b545,10.00,0
2017-4-7,5a88aafd6514d52c7774b52e,16.00,0
2017-4-7,5a88abc26514d52c7774b530,100.03,0
2017-4-8,5a88ae836514d52c7774b536,21.38,0
2017-4-9,5a88aafd6514d52c7774b52e,6.04,0
2017-4-10,5a88aafd6514d52c7774b52e,24.58,0
2017-4-10,5a88b3cd6514d52c7774b53e,3.40,0
2017-4-10,5a88ae836514d52c7774b536,21.96,0
2017-4-11,5a88ac556514d52c7774b531,4.47,0
2017-4-12,5a88ac556514d52c7774b531,9.01,0
2017-4-13,5a88aafd6514d52c7774b52e,37.28,0
2017-4-16,5a88aafd6514d52c7774b52e,31.90,0
2017-4-17,5a88b1196514d52c7774b53a,13.44,0
2017-4-18,5a88ac556514d52c7774b531,6.70,0
2017-4-19,5a88aafd6514d52c7774b52e,15.59,0
2017-4-20,5a88aafd6514d52c7774b52e,29.06,0
2017-4-21,5a88ac556514d52c7774b531,9.27,0
2017-4-25,5a88aafd6514d52c7774b52e,30.04,0
2017-4-25,5a88ac556514d52c7774b531,7.24,0
2017-4-29,5a88aafd6514d52c7774b52e,5.45,0
2017-5-1,5a88aafd6514d52c7774b52e,12.07,0
2017-5-1,5a88ac556514d52c7774b531,9.72,0
2017-5-1,5a88bb496514d52c7774b547,800.00,0
2017-5-2,5a88b3cd6514d52c7774b53e,16.91,0
2017-5-3,5a88aafd6514d52c7774b52e,29.19,0
2017-5-4,5a88aafd6514d52c7774b52e,29.02,0
2017-5-4,5a88b0b86514d52c7774b539,4.01,0
2017-5-4,5a88b1196514d52c7774b53a,14.40,0
2017-5-6,5a88aafd6514d52c7774b52e,14.26,0
2017-5-6,5a88ac556514d52c7774b531,10.23,0
2017-5-6,5a88bad36514d52c7774b545,10.00,0
2017-5-8,5a88ac556514d52c7774b531,8.50,0
2017-5-9,5a88b0b86514d52c7774b539,4.65,0
2017-5-9,5a88b1196514d52c7774b53a,17.42,0
2017-5-11,5a88b0b86514d52c7774b539,3.08,0
2017-5-11,5a88ae836514d52c7774b536,21.54,0
2017-5-12,5a88ae836514d52c7774b536,22.58,0
2017-5-16,5a88ae836514d52c7774b536,21.73,0
2017-5-18,5a88aafd6514d52c7774b52e,51.06,0
2017-5-18,5a88ae836514d52c7774b536,22.66,0
2017-5-20,5a88aafd6514d52c7774b52e,26.66,0
2017-5-20,5a88b3cd6514d52c7774b53e,14.47,0
2017-5-21,5a88ae836514d52c7774b536,22.47,0
2017-5-22,5a88b3cd6514d52c7774b53e,95.42,0
2017-5-22,5a88afc26514d52c7774b538,12.25,0
2017-5-23,5a88ac556514d52c7774b531,10.60,0
2017-5-23,5a88ae836514d52c7774b536,21.05,0
2017-5-25,5a88aafd6514d52c7774b52e,47.02,0
2017-5-27,5a88aafd6514d52c7774b52e,9.97,0
2017-5-27,5a88afc26514d52c7774b538,12.25,0
2017-5-28,5a88b0b86514d52c7774b539,2.55,0
2017-5-28,5a88afc26514d52c7774b538,12.25,0
2017-5-30,5a88aafd6514d52c7774b52e,41.27,0
2017-5-30,5a88ac556514d52c7774b531,10.01,0
2017-5-30,5a88afc26514d52c7774b538,12.25,0
2017-6-1,5a88bb496514d52c7774b547,800.00,0
2017-6-2,5a88ac556514d52c7774b531,1.18,0
2017-6-2,5a88b3cd6514d52c7774b53e,16.15,0
2017-6-3,5a88aafd6514d52c7774b52e,10.20,0
2017-6-5,5a88ac556514d52c7774b531,8.20,0
2017-6-6,5a88aafd6514d52c7774b52e,40.14,0
2017-6-6,5a88b0b86514d52c7774b539,7.29,0
2017-6-6,5a88bad36514d52c7774b545,10.00,0
2017-6-7,5a88b3cd6514d52c7774b53e,109.35,0
2017-6-8,5a88ac556514d52c7774b531,7.59,0
2017-6-9,5a88aafd6514d52c7774b52e,2.77,0
2017-6-9,5a88afc26514d52c7774b538,12.25,0
2017-6-9,5a88ae836514d52c7774b536,21.05,0
2017-6-10,5a88ac556514d52c7774b531,11.10,0
2017-6-10,5a88b0b86514d52c7774b539,10.27,0
2017-6-11,5a88b0b86514d52c7774b539,3.73,0
2017-6-12,5a88aafd6514d52c7774b52e,28.88,0
2017-6-12,5a88abc26514d52c7774b530,42.99,0
2017-6-13,5a88b3cd6514d52c7774b53e,55.78,0
2017-6-15,5a88aafd6514d52c7774b52e,64.77,0
2017-6-15,5a88ae836514d52c7774b536,23.92,0
2017-6-16,5a88ae836514d52c7774b536,24.41,0
2017-6-18,5a88aafd6514d52c7774b52e,44.81,0
2017-6-18,5a88b3cd6514d52c7774b53e,51.42,0
2017-6-18,5a88afc26514d52c7774b538,12.25,0
2017-6-19,5a88afc26514d52c7774b538,12.25,0
2017-6-20,5a88aafd6514d52c7774b52e,19.17,0
2017-6-20,5a88ac556514d52c7774b531,9.82,0
2017-6-20,5a88b1196514d52c7774b53a,20.20,0
2017-6-21,5a88afc26514d52c7774b538,12.25,0
2017-6-21,5a88ae836514d52c7774b536,19.56,0
2017-6-22,5a88aafd6514d52c7774b52e,6.91,0
2017-6-23,5a88afc26514d52c7774b538,12.25,0
2017-6-23,5a88ae836514d52c7774b536,23.01,0
2017-6-24,5a88afc26514d52c7774b538,12.25,0
2017-6-25,5a88b3cd6514d52c7774b53e,1.96,0
2017-6-26,5a88aafd6514d52c7774b52e,51.38,0
2017-6-27,5a88aafd6514d52c7774b52e,21.19,0
2017-6-27,5a88b3cd6514d52c7774b53e,13.51,0
2017-6-27,5a88afc26514d52c7774b538,12.25,0
2017-6-28,5a88aafd6514d52c7774b52e,29.28,0
2017-6-30,5a88aafd6514d52c7774b52e,8.44,0
2017-6-30,5a88ac556514d52c7774b531,3.02,0
2017-7-1,5a88aafd6514d52c7774b52e,36.12,0
2017-7-1,5a88bb496514d52c7774b547,800.00,0
2017-7-2,5a88aafd6514d52c7774b52e,30.25,0
2017-7-2,5a88ae836514d52c7774b536,21.74,0
2017-7-5,5a88aafd6514d52c7774b52e,18.65,0
2017-7-6,5a88b3cd6514d52c7774b53e,67.30,0
2017-7-6,5a88abc26514d52c7774b530,65.33,0
2017-7-6,5a88bad36514d52c7774b545,10.00,0
2017-7-8,5a88b0b86514d52c7774b539,9.68,0
2017-7-8,5a88ae836514d52c7774b536,23.89,0
2017-7-9,5a88ae836514d52c7774b536,23.61,0
2017-7-10,5a88aafd6514d52c7774b52e,31.59,0
2017-7-10,5a88b1196514d52c7774b53a,12.17,0
2017-7-11,5a88b0b86514d52c7774b539,2.46,0
2017-7-12,5a88ac556514d52c7774b531,8.25,0
2017-7-12,5a88b1196514d52c7774b53a,15.95,0
2017-7-13,5a88b0b86514d52c7774b539,4.17,0
2017-7-14,5a88ac556514d52c7774b531,13.99,0
2017-7-14,5a88b1196514d52c7774b53a,21.48,0
2017-7-14,5a88abc26514d52c7774b530,42.38,0
2017-7-16,5a88b1196514d52c7774b53a,18.34,0
2017-7-17,5a88aafd6514d52c7774b52e,42.92,0
2017-7-18,5a88aafd6514d52c7774b52e,8.14,0
2017-7-18,5a88ae836514d52c7774b536,19.81,0
2017-7-20,5a88ae836514d52c7774b536,21.61,0
2017-7-21,5a88b0b86514d52c7774b539,8.40,0
2017-7-22,5a88aafd6514d52c7774b52e,22.79,0
2017-7-23,5a88aafd6514d52c7774b52e,34.69,0
2017-7-24,5a88ae836514d52c7774b536,22.10,0
2017-7-25,5a88b0b86514d52c7774b539,4.94,0
2017-7-26,5a88ac556514d52c7774b531,6.21,0
2017-7-27,5a88aafd6514d52c7774b52e,18.63,0
2017-7-27,5a88ae836514d52c7774b536,21.85,0
2017-7-27,5a88abc26514d52c7774b530,117.13,0
2017-7-28,5a88aafd6514d52c7774b52e,47.44,0
2017-7-28,5a88b3cd6514d52c7774b53e,89.71,0
2017-7-30,5a88ae836514d52c7774b536,22.81,0
2017-8-1,5a88b1196514d52c7774b53a,16.85,0
2017-8-1,5a88afc26514d52c7774b538,12.25,0
2017-8-1,5a88abc26514d52c7774b530,34.58,0
2017-8-1,5a88bb496514d52c7774b547,800.00,0
2017-8-2,5a88aafd6514d52c7774b52e,14.54,0
2017-8-2,5a88b3cd6514d52c7774b53e,107.64,0
2017-8-4,5a88ac556514d52c7774b531,9.12,0
2017-8-5,5a88afc26514d52c7774b538,12.25,0
2017-8-5,5a88abc26514d52c7774b530,41.22,0
2017-8-6,5a88bad36514d52c7774b545,10.00,0
2017-8-7,5a88aafd6514d52c7774b52e,49.29,0
2017-8-7,5a88ac556514d52c7774b531,11.79,0
2017-8-8,5a88aafd6514d52c7774b52e,3.62,0
2017-8-8,5a88ac556514d52c7774b531,5.72,0
2017-8-10,5a88aafd6514d52c7774b52e,40.71,0
2017-8-11,5a88aafd6514d52c7774b52e,38.18,0
2017-8-12,5a88ac556514d52c7774b531,9.88,0
2017-8-13,5a88aafd6514d52c7774b52e,40.26,0
2017-8-13,5a88b0b86514d52c7774b539,1.32,0
2017-8-15,5a88afc26514d52c7774b538,12.25,0
2017-8-15,5a88ae836514d52c7774b536,21.45,0
2017-8-16,5a88aafd6514d52c7774b52e,23.71,0
2017-8-16,5a88b0b86514d52c7774b539,9.48,0
2017-8-18,5a88b0b86514d52c7774b539,4.95,0
2017-8-19,5a88ae836514d52c7774b536,22.03,0
2017-8-20,5a88aafd6514d52c7774b52e,6.08,0
2017-8-21,5a88aafd6514d52c7774b52e,46.45,0
2017-8-22,5a88ac556514d52c7774b531,8.39,0
2017-8-23,5a88b0b86514d52c7774b539,1.11,0
2017-8-23,5a88afc26514d52c7774b538,12.25,0
2017-8-24,5a88abc26514d52c7774b530,38.41,0
2017-8-25,5a88aafd6514d52c7774b52e,83.19,0
2017-8-25,5a88ac556514d52c7774b531,7.63,0
2017-8-26,5a88aafd6514d52c7774b52e,24.82,0
2017-8-26,5a88ae836514d52c7774b536,20.73,0
2017-8-27,5a88aafd6514d52c7774b52e,28.76,0
2017-8-27,5a88ae836514d52c7774b536,22.62,0
2017-8-28,5a88aafd6514d52c7774b52e,50.18,0
2017-8-28,5a88afc26514d52c7774b538,12.25,0
2017-8-28,5a88ae836514d52c7774b536,20.06,0
2017-9-1,5a88bb496514d52c7774b547,800.00,0
2017-9-2,5a88b3cd6514d52c7774b53e,47.06,0
2017-9-2,5a88b0b86514d52c7774b539,6.30,0
2017-9-2,5a88ae836514d52c7774b536,23.26,0
2017-9-3,5a88ac556514d52c7774b531,8.67,0
2017-9-3,5a88b0b86514d52c7774b539,7.25,0
2017-9-3,5a88ae836514d52c7774b536,21.76,0
2017-9-4,5a88ae836514d52c7774b536,21.58,0
2017-9-6,5a88ae836514d52c7774b536,21.85,0
2017-9-6,5a88bad36514d52c7774b545,10.00,0
2017-9-7,5a88b0b86514d52c7774b539,6.54,0
2017-9-7,5a88b1196514d52c7774b53a,17.72,0
2017-9-8,5a88aafd6514d52c7774b52e,49.32,0
2017-9-8,5a88b0b86514d52c7774b539,7.06,0
2017-9-9,5a88aafd6514d52c7774b52e,27.10,0
2017-9-9,5a88b1196514d52c7774b53a,16.72,0
2017-9-9,5a88abc26514d52c7774b530,78.15,0
2017-9-10,5a88b3cd6514d52c7774b53e,3.27,0
2017-9-12,5a88b3cd6514d52c7774b53e,56.02,0
2017-9-12,5a88b0b86514d52c7774b539,5.73,0
2017-9-13,5a88afc26514d52c7774b538,12.25,0
2017-9-15,5a88ac556514d52c7774b531,8.38,0
2017-9-15,5a88afc26514d52c7774b538,12.25,0
2017-9-16,5a88b3cd6514d52c7774b53e,13.25,0
2017-9-16,5a88afc26514d52c7774b538,12.25,0
2017-9-16,5a88ae836514d52c7774b536,23.03,0
2017-9-17,5a88ac556514d52c7774b531,9.03,0
2017-9-18,5a88b1196514d52c7774b53a,14.69,0
2017-9-20,5a88aafd6514d52c7774b52e,2.23,0
2017-9-24,5a88b3cd6514d52c7774b53e,11.22,0
2017-9-24,5a88ae836514d52c7774b536,21.24,0
2017-9-25,5a88aafd6514d52c7774b52e,20.80,0
2017-9-27,5a88aafd6514d52c7774b52e,49.65,0
2017-9-27,5a88b3cd6514d52c7774b53e,69.03,0
2017-9-27,5a88abc26514d52c7774b530,90.34,0
2017-9-29,5a88aafd6514d52c7774b52e,54.53,0
2017-9-29,5a88afc26514d52c7774b538,12.25,0
2017-10-1,5a88aafd6514d52c7774b52e,22.92,0
2017-10-1,5a88b1196514d52c7774b53a,11.42,0
2017-10-1,5a88bb496514d52c7774b547,800.00,0
2017-10-2,5a88b3cd6514d52c7774b53e,66.04,0
2017-10-3,5a88ac556514d52c7774b531,7.07,0
2017-10-3,5a88ae836514d52c7774b536,21.26,0
2017-10-4,5a88aafd6514d52c7774b52e,2.05,0
2017-10-4,5a88afc26514d52c7774b538,12.25,0
2017-10-5,5a88b0b86514d52c7774b539,11.79,0
2017-10-5,5a88ae836514d52c7774b536,21.20,0
2017-10-6,5a88abc26514d52c7774b530,8.67,0
2017-10-6,5a88bad36514d52c7774b545,10.00,0
2017-10-11,5a88afc26514d52c7774b538,12.25,0
2017-10-13,5a88aafd6514d52c7774b52e,30.66,0
2017-10-13,5a88b1196514d52c7774b53a,16.74,0
2017-10-14,5a88aafd6514d52c7774b52e,59.27,0
2017-10-14,5a88b3cd6514d52c7774b53e,2.94,0
2017-10-14,5a88abc26514d52c7774b530,26.70,0
2017-10-15,5a88aafd6514d52c7774b52e,32.39,0
2017-10-15,5a88b1196514d52c7774b53a,14.46,0
2017-10-16,5a88aafd6514d52c7774b52e,25.31,0
2017-10-16,5a88ae836514d52c7774b536,21.75,0
2017-10-17,5a88aafd6514d52c7774b52e,54.03,0
2017-10-17,5a88ac556514d52c7774b531,8.71,0
2017-10-18,5a88aafd6514d52c7774b52e,37.84,0
2017-10-18,5a88b1196514d52c7774b53a,18.04,0
2017-10-18,5a88afc26514d52c7774b538,12.25,0
2017-10-19,5a88b1196514d52c7774b53a,16.90,0
2017-10-21,5a88ac556514d52c7774b531,8.73,0
2017-10-21,5a88b1196514d52c7774b53a,21.61,0
2017-10-21,5a88abc26514d52c7774b530,39.20,0
2017-10-22,5a88ac556514d52c7774b531,10.74,0
2017-10-23,5a88ac556514d52c7774b531,9.59,0
2017-10-23,5a88b3cd6514d52c7774b53e,11.00,0
2017-10-23,5a88b0b86514d52c7774b539,7.10,0
2017-10-24,5a88aafd6514d52c7774b52e,23.28,0
2017-10-24,5a88b3cd6514d52c7774b53e,9.10,0
2017-10-25,5a88aafd6514d52c7774b52e,35.64,0
2017-10-25,5a88ae836514d52c7774b536,21.76,0
2017-10-25,5a88abc26514d52c7774b530,89.60,0
2017-10-26,5a88afc26514d52c7774b538,12.25,0
2017-10-26,5a88ae836514d52c7774b536,23.01,0
2017-10-26,5a88abc26514d52c7774b530,76.24,0
2017-10-27,5a88afc26514d52c7774b538,12.25,0
2017-10-29,5a88ac556514d52c7774b531,13.34,0
2017-10-30,5a88b0b86514d52c7774b539,3.76,0
2017-11-1,5a88aafd6514d52c7774b52e,30.06,0
2017-11-1,5a88abc26514d52c7774b530,67.97,0
2017-11-1,5a88bb496514d52c7774b547,800.00,0
2017-11-2,5a88ac556514d52c7774b531,5.83,0
2017-11-3,5a88b1196514d52c7774b53a,14.96,0
2017-11-4,5a88aafd6514d52c7774b52e,6.48,0
2017-11-5,5a88afc26514d52c7774b538,12.25,0
2017-11-6,5a88aafd6514d52c7774b52e,21.69,0
2017-11-6,5a88bad36514d52c7774b545,10.00,0
2017-11-8,5a88aafd6514d52c7774b52e,14.24,0
2017-11-8,5a88b0b86514d52c7774b539,2.52,0
2017-11-9,5a88ac556514d52c7774b531,9.88,0
2017-11-10,5a88ac556514d52c7774b531,9.78,0
2017-11-11,5a88aafd6514d52c7774b52e,19.51,0
2017-11-11,5a88b0b86514d52c7774b539,1.23,0
2017-11-11,5a88ae836514d52c7774b536,22.92,0
2017-11-11,5a88abc26514d52c7774b530,49.01,0
2017-11-12,5a88aafd6514d52c7774b52e,37.66,0
2017-11-13,5a88ae836514d52c7774b536,22.61,0
2017-11-14,5a88b3cd6514d52c7774b53e,103.17,0
2017-11-14,5a88b1196514d52c7774b53a,14.95,0
2017-11-15,5a88ac556514d52c7774b531,5.11,0
2017-11-16,5a88ac556514d52c7774b531,11.78,0
2017-11-18,5a88aafd6514d52c7774b52e,39.06,0
2017-11-21,5a88aafd6514d52c7774b52e,56.42,0
2017-11-22,5a88afc26514d52c7774b538,12.25,0
2017-11-23,5a88ac556514d52c7774b531,6.11,0
2017-11-23,5a88b0b86514d52c7774b539,7.91,0
2017-11-24,5a88ae836514d52c7774b536,23.11,0
2017-11-25,5a88b0b86514d52c7774b539,5.15,0
2017-11-26,5a88aafd6514d52c7774b52e,52.13,0
2017-11-26,5a88b0b86514d52c7774b539,7.40,0
2017-11-26,5a88afc26514d52c7774b538,12.25,0
2017-11-28,5a88aafd6514d52c7774b52e,56.17,0
2017-11-28,5a88ae836514d52c7774b536,21.70,0
2017-11-29,5a88aafd6514d52c7774b52e,29.38,0
2017-11-29,5a88b0b86514d52c7774b539,3.80,0
2017-11-30,5a88abc26514d52c7774b530,62.82,0
2017-12-1,5a88b0b86514d52c7774b539,6.83,0
2017-12-1,5a88bb496514d52c7774b547,800.00,0
2017-12-2,5a88aafd6514d52c7774b52e,59.38,0
2017-12-2,5a88ae836514d52c7774b536,20.71,0
2017-12-4,5a88aafd6514d52c7774b52e,36.44,0
2017-12-6,5a88aafd6514d52c7774b52e,10.34,0
2017-12-6,5a88ae836514d52c7774b536,23.48,0
2017-12-6,5a88bad36514d52c7774b545,10.00,0
2017-12-7,5a88abc26514d52c7774b530,45.19,0
2017-12-8,5a88ac556514d52c7774b531,4.25,0
2017-12-8,5a88b3cd6514d52c7774b53e,63.08,0
2017-12-9,5a88b0b86514d52c7774b539,5.86,0
2017-12-9,5a88abc26514d52c7774b530,117.45,0
2017-12-11,5a88aafd6514d52c7774b52e,35.17,0
2017-12-11,5a88afc26514d52c7774b538,12.25,0
2017-12-12,5a88afc26514d52c7774b538,12.25,0
2017-12-13,5a88ac556514d52c7774b531,13.88,0
2017-12-15,5a88aafd6514d52c7774b52e,24.92,0
2017-12-17,5a88aafd6514d52c7774b52e,10.41,0
2017-12-18,5a88ac556514d52c7774b531,3.04,0
2017-12-22,5a88aafd6514d52c7774b52e,27.06,0
2017-12-24,5a88b0b86514d52c7774b539,8.31,0
2017-12-25,5a88ae836514d52c7774b536,21.75,0
2017-12-26,5a88afc26514d52c7774b538,12.25,0
2017-12-26,5a88ae836514d52c7774b536,20.22,0
2017-12-28,5a88aafd6514d52c7774b52e,41.83,0
2017-12-29,5a88aafd6514d52c7774b52e,64.91,0
2017-12-30,5a88ac556514d52c7774b531,7.83,0
2017-12-30,5a88b0b86514d52c7774b539,8.04,0
2017-12-30,5a88b1196514d52c7774b53a,21.34,0
2017-2-10,5a88b5226514d52c7774b540,30.87,1
2017-5-9,5a88ac556514d52c7774b531,492.42,1
2017-7-27,5a88abc26514d52c7774b530,1300.76,1
2017-10-1,5a88b58d6514d52c7774b541,10.99,1
